,2024-12-31 00:00:00,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,Ticker,2024-06-30 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2024-05-31 00:00:00,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00
Cost Of Revenue,,14246436000.0,13318590000.0,10603183000.0,7362627000.0,2331.HK,,,,,,,,,,,,,,
Total Revenue,,27598491000.0,25803383000.0,22572281000.0,14456971000.0,2331.HK,,,,,,,,,,,,,,
Operating Revenue,,27598491000.0,25803383000.0,22572281000.0,14456971000.0,2331.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-243170789.039448,-83988580.322521,75635205.173832,15472786.572885,,2359.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.170893,0.180167,0.161592,0.14623,,2359.HK,,,,,,,,,,,,,,
Normalized EBITDA,15960964106.76,14635337667.15,11951392119.78,7263670576.19,,2359.HK,,,,,,,,,,,,,,
Total Unusual Items,-1422942448.09,-466171456.61,468061417.95,105811396.78,,2359.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-1422942448.09,-466171456.61,468061417.95,105811396.78,,2359.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,9450308427.78,9606749135.07,8813713033.51,5097155283.68,,2359.HK,,,,,,,,,,,,,,
Reconciled Depreciation,2782176203.25,2283570739.63,1693479388.73,1285760002.95,,2359.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,22964515460.62,23728799637.77,24677216845.38,14592255587.53,,2359.HK,,,,,,,,,,,,,,
EBITDA,14538021658.67,14169166210.54,12419453537.73,7369481972.97,,2359.HK,,,,,,,,,,,,,,
EBIT,11755845455.42,11885595470.91,10725974149.0,6083721970.02,,2359.HK,,,,,,,,,,,,,,
Net Interest Income,386071552.37,369648552.39,36794409.84,115372380.62,,2359.HK,,,,,,,,,,,,,,
Interest Expense,216033816.34,53604479.76,107497657.21,68113113.6,,2359.HK,,,,,,,,,,,,,,
Interest Income,626757006.25,444470241.55,190846147.46,191693311.64,,2359.HK,,,,,,,,,,,,,,
Normalized Income,10630080086.830551,9988932011.35748,8421286820.733832,5006816673.472885,,2359.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,9450308427.78,9606749135.07,8813713033.51,5097155283.68,,2359.HK,,,,,,,,,,,,,,
Total Expenses,27629160174.17,28574317690.6,29606507753.29,18242657939.91,,2359.HK,,,,,,,,,,,,,,
Rent Expense Supplemental,285565412.72,269452807.86,278269914.3,256363048.3,,2359.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,11580174718.14,11872285906.47,10652248548.24,6037725009.91,,2359.HK,,,,,,,,,,,,,,
Diluted Average Shares,2898867616.0,2965046029.0,3125430154.0,2946332534.0,,2359.HK,,,,,,,,,,,,,,
Basic Average Shares,2881191594.0,2937843772.0,2928143865.0,2912660162.0,,2359.HK,,,,,,,,,,,,,,
Diluted EPS,3.26,3.24,2.82,1.73,,2359.HK,,,,,,,,,,,,,,
Basic EPS,3.28,3.27,3.01,1.75,,2359.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,9450308427.78,9606749135.07,8813713033.51,5097155283.68,,2359.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,,2359.HK,,,,,,,,,,,,,,
Net Income,9450308427.78,9606749135.07,8813713033.51,5097155283.68,,2359.HK,,,,,,,,,,,,,,
Minority Interests,-117431111.4,-93510898.2,-88897511.44,-38791884.36,,2359.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,9567739539.18,9700260033.27,8902610544.95,5135947168.04,,2359.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,9567739539.18,9700260033.27,8902610544.95,5135947168.04,,2359.HK,,,,,,,,,,,,,,
Tax Provision,1972072099.9,2131730957.88,1715865946.84,879661688.38,,2359.HK,,,,,,,,,,,,,,
Pretax Income,11539811639.08,11831990991.15,10618476491.79,6015608856.42,,2359.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-92894654.05,-180271631.05,-86111559.4,-82336044.2,,2359.HK,,,,,,,,,,,,,,
Special Income Charges,-1609900023.01,-428362328.66,-302017195.23,199198889.94,,2359.HK,,,,,,,,,,,,,,
Other Special Charges,36063443.51,33450046.48,11155665.27,-263869508.72,,2359.HK,,,,,,,,,,,,,,
Write Off,337578609.74,238403367.77,114910120.63,31614527.69,,2359.HK,,,,,,,,,,,,,,
Impairment Of Capital Assets,1236257969.76,156508914.41,175951409.33,33056091.09,,2359.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,386071552.37,369648552.39,36794409.84,115372380.62,,2359.HK,,,,,,,,,,,,,,
Total Other Finance Cost,24651637.54,21217209.4,46554080.41,8207817.42,,2359.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,216033816.34,53604479.76,107497657.21,68113113.6,,2359.HK,,,,,,,,,,,,,,
Interest Income Non Operating,626757006.25,444470241.55,190846147.46,191693311.64,,2359.HK,,,,,,,,,,,,,,
Operating Income,11612271185.71,11766489186.44,9748270052.24,4659727189.2,,2359.HK,,,,,,,,,,,,,,
Operating Expense,4664644713.55,4845518052.83,4929290907.91,3650402352.38,,2359.HK,,,,,,,,,,,,,,
Other Operating Expenses,510337937.58,297479375.46,200474375.99,53579059.31,,2359.HK,,,,,,,,,,,,,,
Research And Development,1238524969.42,1440630437.19,1613953441.33,942241901.18,,2359.HK,,,,,,,,,,,,,,
Selling General And Administration,969714497.15,1093557225.99,1116328691.12,915454274.64,,2359.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,210509534.1,187996520.53,189106150.93,149301179.71,,2359.HK,,,,,,,,,,,,,,
General And Administrative Expense,759204963.05,905560705.46,927222540.19,766153094.93,,2359.HK,,,,,,,,,,,,,,
Rent And Landing Fees,285565412.72,269452807.86,278269914.3,256363048.3,,2359.HK,,,,,,,,,,,,,,
Gross Profit,16276915899.26,16612007239.27,14677560960.15,8310129541.58,,2359.HK,,,,,,,,,,,,,,
Cost Of Revenue,22964515460.62,23728799637.77,24677216845.38,14592255587.53,,2359.HK,,,,,,,,,,,,,,
Total Revenue,39241431359.88,40340806877.04,39354777805.53,22902385129.11,,2359.HK,,,,,,,,,,,,,,
Operating Revenue,39241431359.88,40340806877.04,39354777805.53,22902385129.11,,2359.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,-10382678.166598,3389312.285288,6041157.118501,-3158973.868681,2382.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.153024,0.088705,0.102748,0.124516,2382.HK,,,,,,,,,,,,,,
Normalized EBITDA,,3942381000.0,4910286000.0,7566099000.0,7530279000.0,2382.HK,,,,,,,,,,,,,,
Total Unusual Items,,-67850000.0,38209000.0,58796000.0,-25370000.0,2382.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,-67850000.0,38209000.0,58796000.0,-25370000.0,2382.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,1099415000.0,2407796000.0,4988007000.0,4871793000.0,2382.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,2067231000.0,1940579000.0,1759756000.0,1628285000.0,2382.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,27090820000.0,26591940000.0,28760659000.0,29303890000.0,2382.HK,,,,,,,,,,,,,,
EBITDA,,3874531000.0,4948495000.0,7624895000.0,7504909000.0,2382.HK,,,,,,,,,,,,,,
EBIT,,1807300000.0,3007916000.0,5865139000.0,5876624000.0,2382.HK,,,,,,,,,,,,,,
Net Interest Income,,125516000.0,-87531000.0,-120907000.0,-170126000.0,2382.HK,,,,,,,,,,,,,,
Interest Expense,,449147000.0,292937000.0,230252000.0,233740000.0,2382.HK,,,,,,,,,,,,,,
Interest Income,,574663000.0,205406000.0,109345000.0,63614000.0,2382.HK,,,,,,,,,,,,,,
Normalized Income,,1156882321.833402,2372976312.285288,4935252157.118501,4894004026.131319,2382.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,1099415000.0,2407796000.0,4988007000.0,4871793000.0,2382.HK,,,,,,,,,,,,,,
Total Expenses,,30799139000.0,30452515000.0,32191485000.0,32668872000.0,2382.HK,,,,,,,,,,,,,,
Diluted Average Shares,,,1093708000.0,1094028000.0,1094448000.0,2382.HK,,,,,,,,,,,,,,
Basic Average Shares,,,1093141000.0,1092612000.0,1092870000.0,2382.HK,,,,,,,,,,,,,,
Diluted EPS,,,2.2015,4.5593,4.4514,2382.HK,,,,,,,,,,,,,,
Basic EPS,,,2.2026,4.5652,4.4578,2382.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,1099415000.0,2407796000.0,4988007000.0,4871793000.0,2382.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,1099415000.0,2407796000.0,4988007000.0,4871793000.0,2382.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,2382.HK,,,,,,,,,,,,,,
Net Income,,1099415000.0,2407796000.0,4988007000.0,4871793000.0,2382.HK,,,,,,,,,,,,,,
Minority Interests,,-50908000.0,-66352000.0,-67908000.0,-68461000.0,2382.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,1150323000.0,2474148000.0,5055915000.0,4940254000.0,2382.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,1150323000.0,2474148000.0,5055915000.0,4940254000.0,2382.HK,,,,,,,,,,,,,,
Tax Provision,,207830000.0,240831000.0,578972000.0,702630000.0,2382.HK,,,,,,,,,,,,,,
Pretax Income,,1358153000.0,2714979000.0,5634887000.0,5642884000.0,2382.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,114714000.0,70371000.0,36036000.0,64919000.0,2382.HK,,,,,,,,,,,,,,
Special Income Charges,,-14662000.0,36648000.0,-6532000.0,-611000.0,2382.HK,,,,,,,,,,,,,,
Other Special Charges,,-7851000.0,-47218000.0,1350000.0,12829000.0,2382.HK,,,,,,,,,,,,,,
Write Off,,22513000.0,10570000.0,5182000.0,-12218000.0,2382.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,125516000.0,-87531000.0,-120907000.0,-170126000.0,2382.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,449147000.0,292937000.0,230252000.0,233740000.0,2382.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,574663000.0,205406000.0,109345000.0,63614000.0,2382.HK,,,,,,,,,,,,,,
Operating Income,,882122000.0,2744422000.0,5305367000.0,5332893000.0,2382.HK,,,,,,,,,,,,,,
Operating Expense,,3708319000.0,3860575000.0,3430826000.0,3364982000.0,2382.HK,,,,,,,,,,,,,,
Research And Development,,2566475000.0,2803398000.0,2642196000.0,2499090000.0,2382.HK,,,,,,,,,,,,,,
Selling General And Administration,,1425005000.0,1281364000.0,1031697000.0,1032046000.0,2382.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,415104000.0,352785000.0,274105000.0,313478000.0,2382.HK,,,,,,,,,,,,,,
General And Administrative Expense,,1009901000.0,928579000.0,757592000.0,718568000.0,2382.HK,,,,,,,,,,,,,,
Gross Profit,,4590441000.0,6604997000.0,8736193000.0,8697875000.0,2382.HK,,,,,,,,,,,,,,
Cost Of Revenue,,27090820000.0,26591940000.0,28760659000.0,29303890000.0,2382.HK,,,,,,,,,,,,,,
Total Revenue,,31681261000.0,33196937000.0,37496852000.0,38001765000.0,2382.HK,,,,,,,,,,,,,,
Operating Revenue,,31681261000.0,33196937000.0,37496852000.0,38001765000.0,2382.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,48682779.659815,-94533186.234597,-68000536.326011,-18939105.927015,,2899.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.180642,0.15175,0.17423,0.209495,,2899.HK,,,,,,,,,,,,,,
Normalized EBITDA,62194096246.0,41016720120.0,43386432622.0,32286359432.0,,2899.HK,,,,,,,,,,,,,,
Total Unusual Items,269498534.0,-622953698.0,-390292791.0,-90403743.0,,2899.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,269498534.0,-622953698.0,-390292791.0,-90403743.0,,2899.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,32050602437.0,21119419571.0,20042045977.0,15672870591.0,,2899.HK,,,,,,,,,,,,,,
Reconciled Depreciation,10088602664.0,9903701137.0,9811293842.0,7864381423.0,,2899.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,241776168937.0,247024066519.0,227784282577.0,190351121555.0,,2899.HK,,,,,,,,,,,,,,
EBITDA,62463594780.0,40393766422.0,42996139831.0,32195955689.0,,2899.HK,,,,,,,,,,,,,,
EBIT,52374992116.0,30490065285.0,33184845989.0,24331574266.0,,2899.HK,,,,,,,,,,,,,,
Net Interest Income,-2087370925.0,2316415122.0,-2244518070.0,898667262.0,,2899.HK,,,,,,,,,,,,,,
Interest Expense,4297266962.0,-797406084.0,3191995016.0,-462236226.0,,2899.HK,,,,,,,,,,,,,,
Interest Income,2571360167.0,1937475007.0,1348023216.0,754646824.0,,2899.HK,,,,,,,,,,,,,,
Normalized Income,31829786682.659817,21647840082.765404,20364338231.67399,15744335228.072985,,2899.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,32050602437.0,21119419571.0,20042045977.0,15672870591.0,,2899.HK,,,,,,,,,,,,,,
Total Expenses,257027286365.0,261188758790.0,239683709460.0,199951500186.0,,2899.HK,,,,,,,,,,,,,,
Rent Expense Supplemental,87354622.0,111963548.0,83419197.0,88356446.0,,2899.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,48826645183.0,31936533004.0,30945606018.0,25086505191.0,,2899.HK,,,,,,,,,,,,,,
Diluted Average Shares,26708835364.0,26399274464.0,26371113128.0,26121450985.0,,2899.HK,,,,,,,,,,,,,,
Basic Average Shares,26488101188.0,26399274464.0,26371113128.0,26121450985.0,,2899.HK,,,,,,,,,,,,,,
Diluted EPS,1.2,0.8,0.76,0.6,,2899.HK,,,,,,,,,,,,,,
Basic EPS,1.21,0.8,0.76,0.6,,2899.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,32050602437.0,21119419571.0,20042045977.0,15672870591.0,,2899.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,,2899.HK,,,,,,,,,,,,,,
Net Income,32050602437.0,21119419571.0,20042045977.0,15672870591.0,,2899.HK,,,,,,,,,,,,,,
Minority Interests,-7342261744.0,-5420179898.0,-4725164146.0,-3926767761.0,,2899.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,39392864181.0,26539599469.0,24767210123.0,19599638352.0,,2899.HK,,,,,,,,,,,,,,
Net Income Extraordinary,,,,,0.0,2899.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,39392864181.0,26539599469.0,24767210123.0,19599638352.0,,2899.HK,,,,,,,,,,,,,,
Tax Provision,8684860973.0,4747871900.0,5225640850.0,5194172140.0,,2899.HK,,,,,,,,,,,,,,
Pretax Income,48077725154.0,31287471369.0,29992850973.0,24793810492.0,,2899.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-790806311.0,-5982608520.0,-1225463081.0,-2839858515.0,,2899.HK,,,,,,,,,,,,,,
Special Income Charges,-725307150.0,-481736944.0,-413339494.0,-27744633.0,,2899.HK,,,,,,,,,,,,,,
Other Special Charges,-27348123.0,-37310469.0,5217763.0,7815800.0,,2899.HK,,,,,,,,,,,,,,
Write Off,25463499.0,133716566.0,329409918.0,-578093599.0,,2899.HK,,,,,,,,,,,,,,
Impairment Of Capital Assets,727191774.0,385330847.0,78711813.0,598022432.0,,2899.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-2087370925.0,2316415122.0,-2244518070.0,898667262.0,,2899.HK,,,,,,,,,,,,,,
Total Other Finance Cost,361464130.0,418465969.0,400546270.0,318215788.0,,2899.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,4297266962.0,-797406084.0,3191995016.0,-462236226.0,,2899.HK,,,,,,,,,,,,,,
Interest Income Non Operating,2571360167.0,1937475007.0,1348023216.0,754646824.0,,2899.HK,,,,,,,,,,,,,,
Operating Income,46612670788.0,32214484088.0,30645288999.0,25150988406.0,,2899.HK,,,,,,,,,,,,,,
Operating Expense,15251117428.0,14164692271.0,11899426883.0,9600378631.0,,2899.HK,,,,,,,,,,,,,,
Other Operating Expenses,5818762976.0,4850142201.0,4268686286.0,3468170130.0,,2899.HK,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,1033391469.0,1055617516.0,875535822.0,864527867.0,,2899.HK,,,,,,,,,,,,,,
Depreciation Income Statement,1033391469.0,1055617516.0,875535822.0,864527867.0,,2899.HK,,,,,,,,,,,,,,
Research And Development,1582329420.0,1566908894.0,1231551616.0,770661326.0,,2899.HK,,,,,,,,,,,,,,
Selling General And Administration,2766598142.0,2584394224.0,2340500250.0,1879862567.0,,2899.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,374191076.0,412866979.0,378262147.0,268515904.0,,2899.HK,,,,,,,,,,,,,,
General And Administrative Expense,2392407066.0,2171527245.0,1962238103.0,1611346663.0,,2899.HK,,,,,,,,,,,,,,
Rent And Landing Fees,87354622.0,111963548.0,83419197.0,88356446.0,,2899.HK,,,,,,,,,,,,,,
Gross Profit,61863788216.0,46379176359.0,42544715882.0,34751367037.0,,2899.HK,,,,,,,,,,,,,,
Cost Of Revenue,241776168937.0,247024066519.0,227784282577.0,190351121555.0,,2899.HK,,,,,,,,,,,,,,
Total Revenue,303639957153.0,293403242878.0,270328998459.0,225102488592.0,,2899.HK,,,,,,,,,,,,,,
Operating Revenue,303639957153.0,293403242878.0,270328998459.0,225102488592.0,,2899.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,37639266.757325,-411406.149374,-2013290.468236,1275143250.0,3690.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.011734,0.010391,0.001285,0.25,3690.HK,,,,,,,,,,,,,,
Normalized EBITDA,,20234854000.0,4597576000.0,-11990794000.0,4876893000.0,3690.HK,,,,,,,,,,,,,,
Total Unusual Items,,3207624000.0,-39594000.0,-1566966000.0,5100573000.0,3690.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,3207624000.0,-39594000.0,-1566966000.0,5100573000.0,3690.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,13855828000.0,-6686110000.0,-23538379000.0,4708313000.0,3690.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,7996757000.0,9730314000.0,8928019000.0,5194109000.0,3690.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,179553793000.0,158201969000.0,136653869000.0,80744368000.0,3690.HK,,,,,,,,,,,,,,
EBITDA,,23442478000.0,4557982000.0,-13557760000.0,9977466000.0,3690.HK,,,,,,,,,,,,,,
EBIT,,15445721000.0,-5172332000.0,-22485779000.0,4783357000.0,3690.HK,,,,,,,,,,,,,,
Net Interest Income,,-606171000.0,-970917000.0,-584898000.0,230439000.0,3690.HK,,,,,,,,,,,,,,
Interest Expense,,1423853000.0,1583185000.0,1080698000.0,345482000.0,3690.HK,,,,,,,,,,,,,,
Interest Income,,818986000.0,657908000.0,546037000.0,600455000.0,3690.HK,,,,,,,,,,,,,,
Normalized Income,,10685843266.757324,-6646927406.149374,-21973426290.468235,882883250.0,3690.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,13855828000.0,-6686110000.0,-23538379000.0,4708313000.0,3690.HK,,,,,,,,,,,,,,
Total Expenses,,266717685000.0,226425950000.0,201122351000.0,116725097000.0,3690.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,,13415387000.0,-5820448000.0,-23127199000.0,4330102000.0,3690.HK,,,,,,,,,,,,,,
Diluted Average Shares,,6300268000.0,6156595000.0,6037677000.0,6003605000.0,3690.HK,,,,,,,,,,,,,,
Basic Average Shares,,6212999000.0,6156595000.0,6037677000.0,5845354000.0,3690.HK,,,,,,,,,,,,,,
Diluted EPS,,2.11,-1.09,-3.9,0.78,3690.HK,,,,,,,,,,,,,,
Basic EPS,,2.23,-1.09,-3.9,0.81,3690.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,13855828000.0,-6686110000.0,-23538379000.0,4708313000.0,3690.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,13855828000.0,-6686110000.0,-23538379000.0,4708313000.0,3690.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,3690.HK,,,,,,,,,,,,,,
Net Income,,13855828000.0,-6686110000.0,-23538379000.0,4708313000.0,3690.HK,,,,,,,,,,,,,,
Minority Interests,,-1503000.0,-787000.0,-2181000.0,701000.0,3690.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,13857331000.0,-6685323000.0,-23536198000.0,4707612000.0,3690.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,13857331000.0,-6685323000.0,-23536198000.0,4707612000.0,3690.HK,,,,,,,,,,,,,,
Tax Provision,,164537000.0,-70194000.0,-30279000.0,-269737000.0,3690.HK,,,,,,,,,,,,,,
Pretax Income,,14021868000.0,-6755517000.0,-23566477000.0,4437875000.0,3690.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,105496000.0,335877000.0,469098000.0,943685000.0,3690.HK,,,,,,,,,,,,,,
Special Income Charges,,-1135405000.0,-468620000.0,-3702393000.0,-672224000.0,3690.HK,,,,,,,,,,,,,,
Other Special Charges,,,,3442440000.0,204534000.0,3690.HK,,,,,,,,,,,,,,
Write Off,,1135405000.0,468620000.0,259953000.0,467690000.0,3690.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,-606171000.0,-970917000.0,-584898000.0,230439000.0,3690.HK,,,,,,,,,,,,,,
Total Other Finance Cost,,1304000.0,45640000.0,50237000.0,24534000.0,3690.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,1423853000.0,1583185000.0,1080698000.0,345482000.0,3690.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,818986000.0,657908000.0,546037000.0,600455000.0,3690.HK,,,,,,,,,,,,,,
Operating Income,,10027269000.0,-6471002000.0,-21994354000.0,-1930587000.0,3690.HK,,,,,,,,,,,,,,
Operating Expense,,87163892000.0,68223981000.0,64468482000.0,35980729000.0,3690.HK,,,,,,,,,,,,,,
Research And Development,,21201005000.0,20739865000.0,16675595000.0,10892514000.0,3690.HK,,,,,,,,,,,,,,
Selling General And Administration,,67989064000.0,49516922000.0,49295792000.0,26476580000.0,3690.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,58616997000.0,39745112000.0,40683166000.0,20882685000.0,3690.HK,,,,,,,,,,,,,,
General And Administrative Expense,,9372067000.0,9771810000.0,8612626000.0,5593895000.0,3690.HK,,,,,,,,,,,,,,
Gross Profit,,97191161000.0,61752979000.0,42474128000.0,34050142000.0,3690.HK,,,,,,,,,,,,,,
Cost Of Revenue,,179553793000.0,158201969000.0,136653869000.0,80744368000.0,3690.HK,,,,,,,,,,,,,,
Total Revenue,,276744954000.0,219954948000.0,179127997000.0,114794510000.0,3690.HK,,,,,,,,,,,,,,
Operating Revenue,,276744954000.0,219954948000.0,179127997000.0,114794510000.0,3690.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,17684555.985614,8471789.175113,-4588608.713359,6582588.317009,3692.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.129748,0.123687,0.177929,0.170865,3692.HK,,,,,,,,,,,,,,
Normalized EBITDA,,4062916000.0,3282678000.0,3657156000.0,3294693000.0,3692.HK,,,,,,,,,,,,,,
Total Unusual Items,,136299000.0,68494000.0,-25789000.0,38525000.0,3692.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,136299000.0,68494000.0,-25789000.0,38525000.0,3692.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,3277503000.0,2583747000.0,2712902000.0,2568907000.0,3692.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,366381000.0,344602000.0,278467000.0,233274000.0,3692.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,1030863000.0,867010000.0,870042000.0,801561000.0,3692.HK,,,,,,,,,,,,,,
EBITDA,,4199215000.0,3351172000.0,3631367000.0,3333218000.0,3692.HK,,,,,,,,,,,,,,
EBIT,,3832834000.0,3006570000.0,3352900000.0,3099944000.0,3692.HK,,,,,,,,,,,,,,
Net Interest Income,,838326000.0,250943000.0,111275000.0,90392000.0,3692.HK,,,,,,,,,,,,,,
Interest Expense,,66679000.0,58142000.0,52818000.0,1645000.0,3692.HK,,,,,,,,,,,,,,
Interest Income,,905005000.0,309085000.0,164093000.0,92037000.0,3692.HK,,,,,,,,,,,,,,
Normalized Income,,3158888555.985614,2523724789.175113,2734102391.286641,2536964588.317009,3692.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,3277503000.0,2583747000.0,2712902000.0,2568907000.0,3692.HK,,,,,,,,,,,,,,
Total Expenses,,7264485000.0,6590927000.0,6900242000.0,5860144000.0,3692.HK,,,,,,,,,,,,,,
Rent Expense Supplemental,,5457000.0,8651000.0,,,3692.HK,,,,,,,,,,,,,,
Diluted Average Shares,,6019650142.0,5929483310.0,5997857724.0,5878078730.0,3692.HK,,,,,,,,,,,,,,
Basic Average Shares,,5924899050.0,5915822196.0,5921040161.0,5876243659.0,3692.HK,,,,,,,,,,,,,,
Diluted EPS,,0.52,0.44,0.44,0.44,3692.HK,,,,,,,,,,,,,,
Basic EPS,,0.55,0.44,0.46,0.44,3692.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,3145744000.0,2583747000.0,2653702000.0,2568907000.0,3692.HK,,,,,,,,,,,,,,
Average Dilution Earnings,,-131759000.0,0.0,-59200000.0,0.0,3692.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,3277503000.0,2583747000.0,2712902000.0,2568907000.0,3692.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,3692.HK,,,,,,,,,,,,,,
Net Income,,3277503000.0,2583747000.0,2712902000.0,2568907000.0,3692.HK,,,,,,,,,,,,,,
