"Date","Price","Open","High","Low","Vol.","Change %"
"05/10/2010","19.49","19.49","19.49","19.49","","-0.15%"
"04/10/2010","19.52","19.52","19.52","19.52","","3.89%"
"30/09/2010","18.79","18.79","18.79","18.79","","-4.03%"
"29/09/2010","19.58","19.58","19.58","19.58","","0.56%"
"28/09/2010","19.47","19.47","19.47","19.47","","4.28%"
"27/09/2010","18.67","18.67","18.67","18.67","","1.30%"
"24/09/2010","18.43","18.43","18.43","18.43","","2.28%"
"22/09/2010","18.02","18.02","18.02","18.02","","-6.34%"
"21/09/2010","19.24","19.24","19.24","19.24","","-5.13%"
"20/09/2010","20.28","20.28","20.28","20.28","","3.79%"
"17/09/2010","19.54","19.54","19.54","19.54","","3.55%"
"16/09/2010","18.87","18.87","18.87","18.87","","-0.21%"
"15/09/2010","18.91","18.91","18.91","18.91","","0.27%"
"14/09/2010","18.86","18.86","18.86","18.86","","0.27%"
"13/09/2010","18.81","18.81","18.81","18.81","","2.17%"
"10/09/2010","18.41","18.41","18.41","18.41","","-0.86%"
"09/09/2010","18.57","18.57","18.57","18.57","","-3.83%"
"08/09/2010","19.31","19.31","19.31","19.31","","9.16%"
"07/09/2010","17.69","17.69","17.69","17.69","","2.61%"
"06/09/2010","17.24","17.24","17.24","17.24","","-1.77%"
"03/09/2010","17.55","17.55","17.55","17.55","","-5.19%"
"02/09/2010","18.51","18.51","18.51","18.51","","-7.31%"
"01/09/2010","19.97","19.97","19.97","19.97","","-6.20%"
"31/08/2010","21.29","21.29","21.29","21.29","","2.90%"
"30/08/2010","20.69","20.69","20.69","20.69","","-0.58%"
"27/08/2010","20.81","20.81","20.81","20.81","","2.51%"
"26/08/2010","20.30","20.30","20.30","20.30","","-1.79%"
"25/08/2010","20.67","20.67","20.67","20.67","","-0.19%"
"24/08/2010","20.71","20.71","20.71","20.71","","7.53%"
"23/08/2010","19.26","19.26","19.26","19.26","","-2.48%"
"20/08/2010","19.75","19.75","19.75","19.75","","-1.25%"
"19/08/2010","20.00","20.00","20.00","20.00","","0.55%"
"18/08/2010","19.89","19.89","19.89","19.89","","0.61%"
"17/08/2010","19.77","19.77","19.77","19.77","","-4.31%"
"16/08/2010","20.66","20.66","20.66","20.66","","5.57%"
"13/08/2010","19.57","19.57","19.57","19.57","","-3.50%"
"12/08/2010","20.28","20.28","20.28","20.28","","4.00%"
"11/08/2010","19.50","19.50","19.50","19.50","","2.52%"
"10/08/2010","19.02","19.02","19.02","19.02","","7.46%"
"09/08/2010","17.70","17.70","17.70","17.70","","0.74%"
"06/08/2010","17.57","17.57","17.57","17.57","","-0.68%"
"05/08/2010","17.69","17.69","17.69","17.69","","-1.06%"
"04/08/2010","17.88","17.88","17.88","17.88","","-2.19%"
"03/08/2010","18.28","18.28","18.28","18.28","","-1.88%"
"02/08/2010","18.63","18.63","18.63","18.63","","0.87%"
"30/07/2010","18.47","18.47","18.47","18.47","","-3.55%"
"29/07/2010","19.15","19.15","19.15","19.15","","-2.25%"
"28/07/2010","19.59","19.59","19.59","19.59","","-2.10%"
"27/07/2010","20.01","20.01","20.01","20.01","","-2.53%"
"26/07/2010","20.53","20.53","20.53","20.53","","0.15%"
"23/07/2010","20.50","20.50","20.50","20.50","","2.96%"
"22/07/2010","19.91","19.91","19.91","19.91","","-4.83%"
"21/07/2010","20.92","20.92","20.92","20.92","","-0.90%"
"20/07/2010","21.11","21.11","21.11","21.11","","-1.68%"
"19/07/2010","21.47","21.47","21.47","21.47","","3.92%"
"16/07/2010","20.66","20.66","20.66","20.66","","-1.43%"
"15/07/2010","20.96","20.96","20.96","20.96","","5.17%"
"14/07/2010","19.93","19.93","19.93","19.93","","-3.02%"
"13/07/2010","20.55","20.55","20.55","20.55","","-0.44%"
"12/07/2010","20.64","20.64","20.64","20.64","","0.19%"
"09/07/2010","20.60","20.60","20.60","20.60","","-6.62%"
"08/07/2010","22.06","22.06","22.06","22.06","","-1.87%"
"07/07/2010","22.48","22.48","22.48","22.48","","-0.13%"
"06/07/2010","22.51","22.51","22.51","22.51","","-8.20%"
"05/07/2010","24.52","24.52","24.52","24.52","","-1.49%"
"02/07/2010","24.89","24.89","24.89","24.89","","2.60%"
"30/06/2010","24.26","24.26","24.26","24.26","","1.25%"
"29/06/2010","23.96","23.96","23.96","23.96","","3.54%"
"28/06/2010","23.14","23.14","23.14","23.14","","3.35%"
"25/06/2010","22.39","22.39","22.39","22.39","","0.95%"
"24/06/2010","22.18","22.18","22.18","22.18","","2.88%"
"23/06/2010","21.56","21.56","21.56","21.56","","-0.28%"
"22/06/2010","21.62","21.62","21.62","21.62","","-0.92%"
"21/06/2010","21.82","21.82","21.82","21.82","","3.86%"
"18/06/2010","21.01","21.01","21.01","21.01","","-6.46%"
"17/06/2010","22.46","22.46","22.46","22.46","","-2.69%"
"15/06/2010","23.08","23.08","23.08","23.08","","2.58%"
"14/06/2010","22.50","22.50","22.50","22.50","","-3.35%"
"11/06/2010","23.28","23.28","23.28","23.28","","-7.62%"
"10/06/2010","25.20","25.20","25.20","25.20","","-4.15%"
"09/06/2010","26.29","26.29","26.29","26.29","","-1.76%"
"08/06/2010","26.76","26.76","26.76","26.76","","-5.81%"
"07/06/2010","28.41","28.41","28.41","28.41","","11.59%"
"04/06/2010","25.46","25.46","25.46","25.46","","-0.93%"
"03/06/2010","25.70","25.70","25.70","25.70","","-9.89%"
"02/06/2010","28.52","28.52","28.52","28.52","","-4.04%"
"01/06/2010","29.72","29.72","29.72","29.72","","7.84%"
"31/05/2010","27.56","27.56","27.56","27.56","","-0.40%"
"28/05/2010","27.67","27.67","27.67","27.67","","-11.20%"
"27/05/2010","31.16","31.16","31.16","31.16","","-12.32%"
"26/05/2010","35.54","35.54","35.54","35.54","","-9.54%"
"25/05/2010","39.29","39.29","39.29","39.29","","18.92%"
"24/05/2010","33.04","33.04","33.04","33.04","","10.21%"
"20/05/2010","29.98","29.98","29.98","29.98","","-5.07%"
"19/05/2010","31.58","31.58","31.58","31.58","","14.50%"
"18/05/2010","27.58","27.58","27.58","27.58","","-6.70%"
"17/05/2010","29.56","29.56","29.56","29.56","","11.34%"
"14/05/2010","26.55","26.55","26.55","26.55","","2.79%"
"13/05/2010","25.83","25.83","25.83","25.83","","-7.98%"
"12/05/2010","28.07","28.07","28.07","28.07","","-5.71%"
"11/05/2010","29.77","29.77","29.77","29.77","","0.47%"
"10/05/2010","29.63","29.63","29.63","29.63","","-12.36%"
"07/05/2010","33.81","33.81","33.81","33.81","","26.91%"
"06/05/2010","26.64","26.64","26.64","26.64","","2.94%"
"05/05/2010","25.88","25.88","25.88","25.88","","9.94%"
"04/05/2010","23.54","23.54","23.54","23.54","","-2.12%"
"03/05/2010","24.05","24.05","24.05","24.05","","9.22%"
"30/04/2010","22.02","22.02","22.02","22.02","","-7.52%"
"29/04/2010","23.81","23.81","23.81","23.81","","-1.94%"
"28/04/2010","24.28","24.28","24.28","24.28","","12.56%"
"27/04/2010","21.57","21.57","21.57","21.57","","1.89%"
"26/04/2010","21.17","21.17","21.17","21.17","","1.10%"
"23/04/2010","20.94","20.94","20.94","20.94","","6.19%"
"22/04/2010","19.72","19.72","19.72","19.72","","-3.85%"
"21/04/2010","20.51","20.51","20.51","20.51","","-1.77%"
"20/04/2010","20.88","20.88","20.88","20.88","","-6.33%"
"19/04/2010","22.29","22.29","22.29","22.29","","8.52%"
"16/04/2010","20.54","20.54","20.54","20.54","","1.68%"
"15/04/2010","20.20","20.20","20.20","20.20","","-1.03%"
"14/04/2010","20.41","20.41","20.41","20.41","","-0.78%"
"13/04/2010","20.57","20.57","20.57","20.57","","-0.15%"
"12/04/2010","20.60","20.60","20.60","20.60","","3.83%"
"09/04/2010","19.84","19.84","19.84","19.84","","-3.50%"
"08/04/2010","20.56","20.56","20.56","20.56","","1.53%"
"07/04/2010","20.25","20.25","20.25","20.25","","2.53%"
"01/04/2010","19.75","19.75","19.75","19.75","","3.24%"
"31/03/2010","19.13","19.13","19.13","19.13","","-0.26%"
"30/03/2010","19.18","19.18","19.18","19.18","","-4.86%"
"29/03/2010","20.16","20.16","20.16","20.16","","1.92%"
"26/03/2010","19.78","19.78","19.78","19.78","","-0.25%"
"25/03/2010","19.83","19.83","19.83","19.83","","-1.93%"
"24/03/2010","20.22","20.22","20.22","20.22","","1.71%"
"23/03/2010","19.88","19.88","19.88","19.88","","-7.06%"
"22/03/2010","21.39","21.39","21.39","21.39","","2.89%"
"19/03/2010","20.79","20.79","20.79","20.79","","-2.44%"
"18/03/2010","21.31","21.31","21.31","21.31","","0.14%"
"17/03/2010","21.28","21.28","21.28","21.28","","-4.70%"
"16/03/2010","22.33","22.33","22.33","22.33","","-1.41%"
"15/03/2010","22.65","22.65","22.65","22.65","","3.80%"
"12/03/2010","21.82","21.82","21.82","21.82","","-2.37%"
"11/03/2010","22.35","22.35","22.35","22.35","","1.41%"
"10/03/2010","22.04","22.04","22.04","22.04","","-1.96%"
"09/03/2010","22.48","22.48","22.48","22.48","","-1.92%"
"08/03/2010","22.92","22.92","22.92","22.92","","-1.12%"
"05/03/2010","23.18","23.18","23.18","23.18","","-2.44%"
"04/03/2010","23.76","23.76","23.76","23.76","","-1.29%"
"03/03/2010","24.07","24.07","24.07","24.07","","-1.51%"
"02/03/2010","24.44","24.44","24.44","24.44","","-3.05%"
"01/03/2010","25.21","25.21","25.21","25.21","","-4.54%"
"26/02/2010","26.41","26.41","26.41","26.41","","3.98%"
"25/02/2010","25.40","25.40","25.40","25.40","","-4.01%"
"24/02/2010","26.46","26.46","26.46","26.46","","4.42%"
"23/02/2010","25.34","25.34","25.34","25.34","","0.12%"
"22/02/2010","25.31","25.31","25.31","25.31","","-8.40%"
"19/02/2010","27.63","27.63","27.63","27.63","","5.98%"
"18/02/2010","26.07","26.07","26.07","26.07","","3.33%"
"17/02/2010","25.23","25.23","25.23","25.23","","-5.04%"
"12/02/2010","26.57","26.57","26.57","26.57","","-0.64%"
"11/02/2010","26.74","26.74","26.74","26.74","","-1.15%"
"10/02/2010","27.05","27.05","27.05","27.05","","-4.48%"
"09/02/2010","28.32","28.32","28.32","28.32","","-3.61%"
"08/02/2010","29.38","29.38","29.38","29.38","","-2.36%"
"05/02/2010","30.09","30.09","30.09","30.09","","21.82%"
"04/02/2010","24.70","24.70","24.70","24.70","","3.17%"
"03/02/2010","23.94","23.94","23.94","23.94","","-2.88%"
"02/02/2010","24.65","24.65","24.65","24.65","","-6.66%"
"01/02/2010","26.41","26.41","26.41","26.41","","-1.53%"
"29/01/2010","26.82","26.82","26.82","26.82","","1.44%"
"28/01/2010","26.44","26.44","26.44","26.44","","-5.03%"
"27/01/2010","27.84","27.84","27.84","27.84","","-1.03%"
"26/01/2010","28.13","28.13","28.13","28.13","","9.93%"
"25/01/2010","25.59","25.59","25.59","25.59","","0.87%"
"22/01/2010","25.37","25.37","25.37","25.37","","5.53%"
"21/01/2010","24.04","24.04","24.04","24.04","","-0.04%"
"20/01/2010","24.05","24.05","24.05","24.05","","6.75%"
"19/01/2010","22.53","22.53","22.53","22.53","","-0.88%"
"18/01/2010","22.73","22.73","22.73","22.73","","2.99%"
"15/01/2010","22.07","22.07","22.07","22.07","","-6.64%"
"14/01/2010","23.64","23.64","23.64","23.64","","-0.59%"
"13/01/2010","23.78","23.78","23.78","23.78","","4.99%"
"12/01/2010","22.65","22.65","22.65","22.65","","5.01%"
"11/01/2010","21.57","21.57","21.57","21.57","","-1.73%"
"08/01/2010","21.95","21.95","21.95","21.95","","-1.61%"
"07/01/2010","22.31","22.31","22.31","22.31","","-1.20%"
"06/01/2010","22.58","22.58","22.58","22.58","","-2.38%"
"05/01/2010","23.13","23.13","23.13","23.13","","-1.24%"
"04/01/2010","23.42","23.42","23.42","23.42","","3.26%"
"31/12/2009","22.68","22.68","22.68","22.68","","-2.37%"
"30/12/2009","23.23","23.23","23.23","23.23","","-3.41%"
"29/12/2009","24.05","24.05","24.05","24.05","","1.05%"
"28/12/2009","23.80","23.80","23.80","23.80","","4.89%"
"24/12/2009","22.69","22.69","22.69","22.69","","-5.22%"
"23/12/2009","23.94","23.94","23.94","23.94","","5.74%"
"22/12/2009","22.64","22.64","22.64","22.64","","-11.01%"
"21/12/2009","25.44","25.44","25.44","25.44","","0.47%"
"18/12/2009","25.32","25.32","25.32","25.32","","-5.27%"
"17/12/2009","26.73","26.73","26.73","26.73","","-0.26%"
"16/12/2009","26.80","26.80","26.80","26.80","","0.34%"
"15/12/2009","26.71","26.71","26.71","26.71","","-4.20%"
"14/12/2009","27.88","27.88","27.88","27.88","","-1.41%"
"11/12/2009","28.28","28.28","28.28","28.28","","-4.20%"
"10/12/2009","29.52","29.52","29.52","29.52","","-0.57%"
"09/12/2009","29.69","29.69","29.69","29.69","","4.58%"
"08/12/2009","28.39","28.39","28.39","28.39","","1.07%"
"07/12/2009","28.09","28.09","28.09","28.09","","1.48%"
"04/12/2009","27.68","27.68","27.68","27.68","","4.69%"
"03/12/2009","26.44","26.44","26.44","26.44","","-0.41%"
"02/12/2009","26.55","26.55","26.55","26.55","","-2.89%"
"01/12/2009","27.34","27.34","27.34","27.34","","-11.55%"
"30/11/2009","30.91","30.91","30.91","30.91","","-6.93%"
"27/11/2009","33.21","33.21","33.21","33.21","","25.65%"
"26/11/2009","26.43","26.43","26.43","26.43","","0.95%"
"25/11/2009","26.18","26.18","26.18","26.18","","-5.52%"
"24/11/2009","27.71","27.71","27.71","27.71","","4.92%"
"23/11/2009","26.41","26.41","26.41","26.41","","-4.55%"
"20/11/2009","27.67","27.67","27.67","27.67","","0.07%"
"19/11/2009","27.65","27.65","27.65","27.65","","1.73%"
"18/11/2009","27.18","27.18","27.18","27.18","","-0.88%"
"17/11/2009","27.42","27.42","27.42","27.42","","-1.61%"
"16/11/2009","27.87","27.87","27.87","27.87","","-0.25%"
"13/11/2009","27.94","27.94","27.94","27.94","","3.52%"
"12/11/2009","26.99","26.99","26.99","26.99","","-0.07%"
"11/11/2009","27.01","27.01","27.01","27.01","","-2.70%"
"10/11/2009","27.76","27.76","27.76","27.76","","-4.08%"
"09/11/2009","28.94","28.94","28.94","28.94","","-3.15%"
"06/11/2009","29.88","29.88","29.88","29.88","","-8.12%"
"05/11/2009","32.52","32.52","32.52","32.52","","1.21%"
"04/11/2009","32.13","32.13","32.13","32.13","","-0.77%"
"03/11/2009","32.38","32.38","32.38","32.38","","-3.83%"
"02/11/2009","33.67","33.67","33.67","33.67","","9.78%"
"30/10/2009","30.67","30.67","30.67","30.67","","-2.73%"
"29/10/2009","31.53","31.53","31.53","31.53","","4.54%"
"28/10/2009","30.16","30.16","30.16","30.16","","8.22%"
"27/10/2009","27.87","27.87","27.87","27.87","","10.99%"
"23/10/2009","25.11","25.11","25.11","25.11","","0.97%"
"22/10/2009","24.87","24.87","24.87","24.87","","1.06%"
"21/10/2009","24.61","24.61","24.61","24.61","","-1.12%"
"20/10/2009","24.89","24.89","24.89","24.89","","-4.08%"
"19/10/2009","25.95","25.95","25.95","25.95","","-1.03%"
"16/10/2009","26.22","26.22","26.22","26.22","","-0.15%"
"15/10/2009","26.26","26.26","26.26","26.26","","-1.50%"
"14/10/2009","26.66","26.66","26.66","26.66","","-2.52%"
"13/10/2009","27.35","27.35","27.35","27.35","","-1.62%"
"12/10/2009","27.80","27.80","27.80","27.80","","2.24%"
"09/10/2009","27.19","27.19","27.19","27.19","","-3.65%"
"08/10/2009","28.22","28.22","28.22","28.22","","-3.02%"
"07/10/2009","29.10","29.10","29.10","29.10","","-1.92%"
"06/10/2009","29.67","29.67","29.67","29.67","","-3.01%"
"05/10/2009","30.59","30.59","30.59","30.59","","6.55%"
"02/10/2009","28.71","28.71","28.71","28.71","","7.57%"
"30/09/2009","26.69","26.69","26.69","26.69","","-5.52%"
"29/09/2009","28.25","28.25","28.25","28.25","","-4.04%"
"28/09/2009","29.44","29.44","29.44","29.44","","8.35%"
"25/09/2009","27.17","27.17","27.17","27.17","","-0.77%"
"24/09/2009","27.38","27.38","27.38","27.38","","3.40%"
"23/09/2009","26.48","26.48","26.48","26.48","","-1.71%"
"22/09/2009","26.94","26.94","26.94","26.94","","-4.70%"
"21/09/2009","28.27","28.27","28.27","28.27","","0.25%"
"18/09/2009","28.20","28.20","28.20","28.20","","0.04%"
"17/09/2009","28.19","28.19","28.19","28.19","","-5.78%"
"16/09/2009","29.92","29.92","29.92","29.92","","0.71%"
"15/09/2009","29.71","29.71","29.71","29.71","","-3.00%"
"14/09/2009","30.63","30.63","30.63","30.63","","0.49%"
"11/09/2009","30.48","30.48","30.48","30.48","","-3.24%"
"10/09/2009","31.50","31.50","31.50","31.50","","0.13%"
"09/09/2009","31.46","31.46","31.46","31.46","","0.67%"
"08/09/2009","31.25","31.25","31.25","31.25","","0.48%"
"07/09/2009","31.10","31.10","31.10","31.10","","0.58%"
"04/09/2009","30.92","30.92","30.92","30.92","","-0.13%"
"03/09/2009","30.96","30.96","30.96","30.96","","-0.03%"
"02/09/2009","30.97","30.97","30.97","30.97","","2.72%"
"01/09/2009","30.15","30.15","30.15","30.15","","-1.86%"
"31/08/2009","30.72","30.72","30.72","30.72","","4.92%"
"28/08/2009","29.28","29.28","29.28","29.28","","-6.33%"
"27/08/2009","31.26","31.26","31.26","31.26","","-3.22%"
"26/08/2009","32.30","32.30","32.30","32.30","","-3.12%"
"25/08/2009","33.34","33.34","33.34","33.34","","-2.14%"
"24/08/2009","34.07","34.07","34.07","34.07","","2.25%"
"21/08/2009","33.32","33.32","33.32","33.32","","-2.09%"
"20/08/2009","34.03","34.03","34.03","34.03","","-1.51%"
"19/08/2009","34.55","34.55","34.55","34.55","","0.49%"
"18/08/2009","34.38","34.38","34.38","34.38","","-2.99%"
"17/08/2009","35.44","35.44","35.44","35.44","","6.33%"
"14/08/2009","33.33","33.33","33.33","33.33","","-3.56%"
"13/08/2009","34.56","34.56","34.56","34.56","","-3.36%"
"12/08/2009","35.76","35.76","35.76","35.76","","3.26%"
"11/08/2009","34.63","34.63","34.63","34.63","","-0.92%"
"10/08/2009","34.95","34.95","34.95","34.95","","-0.99%"
"07/08/2009","35.30","35.30","35.30","35.30","","2.53%"
"06/08/2009","34.43","34.43","34.43","34.43","","-5.18%"
"05/08/2009","36.31","36.31","36.31","36.31","","-3.43%"
"04/08/2009","37.60","37.60","37.60","37.60","","4.33%"
"03/08/2009","36.04","36.04","36.04","36.04","","-1.80%"
"31/07/2009","36.70","36.70","36.70","36.70","","-0.92%"
"30/07/2009","37.04","37.04","37.04","37.04","","-1.41%"
"29/07/2009","37.57","37.57","37.57","37.57","","-1.13%"
"28/07/2009","38.00","38.00","38.00","38.00","","-0.08%"
"27/07/2009","38.03","38.03","38.03","38.03","","9.34%"
"24/07/2009","34.78","34.78","34.78","34.78","","3.67%"
"23/07/2009","33.55","33.55","33.55","33.55","","-1.76%"
"22/07/2009","34.15","34.15","34.15","34.15","","1.61%"
"21/07/2009","33.61","33.61","33.61","33.61","","1.02%"
"20/07/2009","33.27","33.27","33.27","33.27","","4.95%"
"17/07/2009","31.70","31.70","31.70","31.70","","-4.60%"
"16/07/2009","33.23","33.23","33.23","33.23","","1.62%"
"15/07/2009","32.70","32.70","32.70","32.70","","-2.48%"
"14/07/2009","33.53","33.53","33.53","33.53","","-3.87%"
"13/07/2009","34.88","34.88","34.88","34.88","","1.45%"
"10/07/2009","34.38","34.38","34.38","34.38","","1.60%"
"09/07/2009","33.84","33.84","33.84","33.84","","-1.43%"
"08/07/2009","34.33","34.33","34.33","34.33","","-0.72%"
"07/07/2009","34.58","34.58","34.58","34.58","","-5.29%"
"06/07/2009","36.51","36.51","36.51","36.51","","8.86%"
"03/07/2009","33.54","33.54","33.54","33.54","","-1.44%"
"02/07/2009","34.03","34.03","34.03","34.03","","-0.32%"
"30/06/2009","34.14","34.14","34.14","34.14","","-2.23%"
"29/06/2009","34.92","34.92","34.92","34.92","","-4.67%"
"26/06/2009","36.63","36.63","36.63","36.63","","-1.98%"
"25/06/2009","37.37","37.37","37.37","37.37","","2.89%"
"24/06/2009","36.32","36.32","36.32","36.32","","-8.97%"
"23/06/2009","39.90","39.90","39.90","39.90","","6.94%"
"22/06/2009","37.31","37.31","37.31","37.31","","-1.03%"
"19/06/2009","37.70","37.70","37.70","37.70","","-8.07%"
"18/06/2009","41.01","41.01","41.01","41.01","","2.89%"
"17/06/2009","39.86","39.86","39.86","39.86","","-2.33%"
"16/06/2009","40.81","40.81","40.81","40.81","","4.24%"
"15/06/2009","39.15","39.15","39.15","39.15","","4.09%"
"12/06/2009","37.61","37.61","37.61","37.61","","-2.56%"
"11/06/2009","38.60","38.60","38.60","38.60","","-2.06%"
"10/06/2009","39.41","39.41","39.41","39.41","","1.08%"
"09/06/2009","38.99","38.99","38.99","38.99","","-1.47%"
"08/06/2009","39.57","39.57","39.57","39.57","","1.57%"
"05/06/2009","38.96","38.96","38.96","38.96","","-3.52%"
"04/06/2009","40.38","40.38","40.38","40.38","","0.20%"
"03/06/2009","40.30","40.30","40.30","40.30","","1.61%"
"02/06/2009","39.66","39.66","39.66","39.66","","-0.70%"
"01/06/2009","39.94","39.94","39.94","39.94","","7.25%"
"29/05/2009","37.24","37.24","37.24","37.24","","-3.50%"
"27/05/2009","38.59","38.59","38.59","38.59","","3.93%"
"26/05/2009","37.13","37.13","37.13","37.13","","2.48%"
"25/05/2009","36.23","36.23","36.23","36.23","","-1.44%"
"22/05/2009","36.76","36.76","36.76","36.76","","-2.34%"
"21/05/2009","37.64","37.64","37.64","37.64","","-0.16%"
"20/05/2009","37.70","37.70","37.70","37.70","","-4.29%"
"19/05/2009","39.39","39.39","39.39","39.39","","4.29%"
"18/05/2009","37.77","37.77","37.77","37.77","","6.60%"
"15/05/2009","35.43","35.43","35.43","35.43","","-5.90%"
"14/05/2009","37.65","37.65","37.65","37.65","","-1.95%"
"13/05/2009","38.40","38.40","38.40","38.40","","-4.55%"
"12/05/2009","40.23","40.23","40.23","40.23","","-8.11%"
"11/05/2009","43.78","43.78","43.78","43.78","","2.99%"
"08/05/2009","42.51","42.51","42.51","42.51","","-3.91%"
"07/05/2009","44.24","44.24","44.24","44.24","","0.41%"
"06/05/2009","44.06","44.06","44.06","44.06","","1.10%"
"05/05/2009","43.58","43.58","43.58","43.58","","-2.79%"
"04/05/2009","44.83","44.83","44.83","44.83","","0.70%"
"30/04/2009","44.52","44.52","44.52","44.52","","5.10%"
"29/04/2009","42.36","42.36","42.36","42.36","","-7.06%"
"28/04/2009","45.58","45.58","45.58","45.58","","7.45%"
"27/04/2009","42.42","42.42","42.42","42.42","","7.42%"
"24/04/2009","39.49","39.49","39.49","39.49","","-3.04%"
"23/04/2009","40.73","40.73","40.73","40.73","","-5.98%"
"22/04/2009","43.32","43.32","43.32","43.32","","4.59%"
"21/04/2009","41.42","41.42","41.42","41.42","","-1.22%"
"20/04/2009","41.93","41.93","41.93","41.93","","5.30%"
"17/04/2009","39.82","39.82","39.82","39.82","","-5.19%"
"16/04/2009","42.00","42.00","42.00","42.00","","-1.04%"
"15/04/2009","42.44","42.44","42.44","42.44","","-2.26%"
"14/04/2009","43.42","43.42","43.42","43.42","","-2.58%"
"09/04/2009","44.57","44.57","44.57","44.57","","-5.87%"
"08/04/2009","47.35","47.35","47.35","47.35","","4.46%"
"07/04/2009","45.33","45.33","45.33","45.33","","2.35%"
"06/04/2009","44.29","44.29","44.29","44.29","","-0.09%"
"03/04/2009","44.33","44.33","44.33","44.33","","-1.07%"
"02/04/2009","44.81","44.81","44.81","44.81","","-3.32%"
"01/04/2009","46.35","46.35","46.35","46.35","","-2.22%"
"31/03/2009","47.40","47.40","47.40","47.40","","-2.59%"
"30/03/2009","48.66","48.66","48.66","48.66","","9.82%"
"27/03/2009","44.31","44.31","44.31","44.31","","-1.49%"
"26/03/2009","44.98","44.98","44.98","44.98","","-3.85%"
"25/03/2009","46.78","46.78","46.78","46.78","","1.59%"
"24/03/2009","46.05","46.05","46.05","46.05","","-3.42%"
"23/03/2009","47.68","47.68","47.68","47.68","","5.58%"
"20/03/2009","45.16","45.16","45.16","45.16","","0.51%"
"19/03/2009","44.93","44.93","44.93","44.93","","0.22%"
"18/03/2009","44.83","44.83","44.83","44.83","","0.95%"
"17/03/2009","44.41","44.41","44.41","44.41","","1.07%"
"16/03/2009","43.94","43.94","43.94","43.94","","-0.66%"
"13/03/2009","44.23","44.23","44.23","44.23","","-2.77%"
"12/03/2009","45.49","45.49","45.49","45.49","","-3.56%"
"11/03/2009","47.17","47.17","47.17","47.17","","-3.89%"
"10/03/2009","49.08","49.08","49.08","49.08","","-7.27%"
"09/03/2009","52.93","52.93","52.93","52.93","","6.18%"
"06/03/2009","49.85","49.85","49.85","49.85","","0.06%"
"05/03/2009","49.82","49.82","49.82","49.82","","-0.70%"
"04/03/2009","50.17","50.17","50.17","50.17","","-4.71%"
"03/03/2009","52.65","52.65","52.65","52.65","","-2.93%"
"02/03/2009","54.24","54.24","54.24","54.24","","15.06%"
"27/02/2009","47.14","47.14","47.14","47.14","","-3.10%"
"26/02/2009","48.65","48.65","48.65","48.65","","-0.23%"
"25/02/2009","48.76","48.76","48.76","48.76","","-3.23%"
"24/02/2009","50.39","50.39","50.39","50.39","","3.28%"
"23/02/2009","48.79","48.79","48.79","48.79","","-4.80%"
"20/02/2009","51.25","51.25","51.25","51.25","","7.31%"
"19/02/2009","47.76","47.76","47.76","47.76","","-1.08%"
"18/02/2009","48.28","48.28","48.28","48.28","","-3.29%"
"17/02/2009","49.92","49.92","49.92","49.92","","12.00%"
"16/02/2009","44.57","44.57","44.57","44.57","","2.25%"
"13/02/2009","43.59","43.59","43.59","43.59","","-6.06%"
"12/02/2009","46.40","46.40","46.40","46.40","","-1.72%"
"11/02/2009","47.21","47.21","47.21","47.21","","-0.15%"
"10/02/2009","47.28","47.28","47.28","47.28","","-1.21%"
"09/02/2009","47.86","47.86","47.86","47.86","","2.66%"
"06/02/2009","46.62","46.62","46.62","46.62","","-4.31%"
"05/02/2009","48.72","48.72","48.72","48.72","","-4.08%"
"04/02/2009","50.79","50.79","50.79","50.79","","-4.69%"
"03/02/2009","53.29","53.29","53.29","53.29","","-2.72%"
"02/02/2009","54.78","54.78","54.78","54.78","","5.63%"
"30/01/2009","51.86","51.86","51.86","51.86","","-8.42%"
"29/01/2009","56.63","56.63","56.63","56.63","","-6.41%"
"23/01/2009","60.51","60.51","60.51","60.51","","3.88%"
"22/01/2009","58.25","58.25","58.25","58.25","","-2.67%"
"21/01/2009","59.85","59.85","59.85","59.85","","5.04%"
"20/01/2009","56.98","56.98","56.98","56.98","","3.15%"
"19/01/2009","55.24","55.24","55.24","55.24","","3.70%"
"16/01/2009","53.27","53.27","53.27","53.27","","-6.25%"
"15/01/2009","56.82","56.82","56.82","56.82","","7.51%"
"14/01/2009","52.85","52.85","52.85","52.85","","-5.25%"
"13/01/2009","55.78","55.78","55.78","55.78","","4.30%"
"12/01/2009","53.48","53.48","53.48","53.48","","1.04%"
"09/01/2009","52.93","52.93","52.93","52.93","","-4.18%"
"08/01/2009","55.24","55.24","55.24","55.24","","9.39%"
"07/01/2009","50.50","50.50","50.50","50.50","","-1.15%"
"06/01/2009","51.09","51.09","51.09","51.09","","0.29%"
"05/01/2009","50.94","50.94","50.94","50.94","","-2.66%"
"02/01/2009","52.33","52.33","52.33","52.33","","-2.88%"
"31/12/2008","53.88","53.88","53.88","53.88","","-3.42%"
"30/12/2008","55.79","55.79","55.79","55.79","","-3.26%"
"29/12/2008","57.67","57.67","57.67","57.67","","-5.77%"
"24/12/2008","61.20","61.20","61.20","61.20","","0.74%"
"23/12/2008","60.75","60.75","60.75","60.75","","5.14%"
"22/12/2008","57.78","57.78","57.78","57.78","","-2.94%"
